"Country Name","Country Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Late-demographic dividend","LTE","8.9339943959298","8.38746616795543","7.49839219689598","8.10045814888627","7.36779495372169","7.69671394939023","7.86068983841287","7.69300667846226","7.96163776032615","7.63504833200193","8.01037526785574","7.81396447847044","8.11830219565577","9.2464088467306","12.0241237768508","11.4265146837679","10.6676339761486","10.6804489152344","11.2566861997506","12.3309971492454","13.4814521556606","13.971810762835","14.1283561038983","13.8744453817045","14.2980551056168","15.715972962067","14.5878824513121","15.2655492130271","17.6759702575384","17.713275507185","17.3864364036396","18.2681737252206","24.1282577416814","24.0777620143471","22.527538531083","23.0151962279119","22.3209382928206","22.4223387802119","22.3995059298648","23.0582626282867","25.1672882729951","25.7926662980262","26.5180557089128","28.7803943313181","31.0839196882423","30.8405333086111","30.9861859198791","30.786184009975","30.5875441146493","26.3596444923055","28.2475802322042","29.5600424309016","29.2449970135308","28.903484735884","28.6205450321994","27.4250582666349","",
"Latin America & Caribbean","LCN","12.1946298774311","11.6360536008958","10.917588534281","12.2848348923712","10.8134958578148","10.4394400292289","10.6566788023102","10.401650922581","11.1347846026086","11.1709877115043","11.9529927735683","12.2266665311472","12.5296562356327","12.9084800205247","15.9490176425879","15.2798487864181","14.260460250695","14.4288839335158","14.5163810419985","15.0519433666602","16.1551602472879","15.5760098339077","13.9660069878153","12.6803323386747","12.8892470084067","12.867094713093","13.2355371014241","13.6566457098671","14.8948666330707","14.7956802269879","15.4137476576603","16.1549139565407","16.9461032510321","15.993125251518","16.4876448125159","17.4823704615061","18.0410546552987","18.7545186955604","19.156421508734","19.0644232686428","19.8302869612402","20.3215745737273","20.0614382462816","20.5542959274732","21.4597519209062","21.2990111631602","21.7288975533907","22.3481309190402","23.8369179207749","20.365947032496","21.4196681493003","22.7718025134323","23.0456987356287","23.3297614663087","22.9336302280887","22.6751091850293","",
"Latin America & Caribbean (excluding high income)","LAC","10.9096691000878","10.4831908474896","9.77322768684944","11.2646866436368","9.68566345714542","9.29330939375348","9.64445941362296","9.41021832588587","10.2047195978392","10.1697544312021","10.9954864560208","11.361748719381","11.6430999846058","12.0122405202446","14.974840865313","13.8319002155092","13.0432842451416","12.9599161368462","13.0314120092061","13.5291897064629","14.6369388784288","14.0516284708665","12.6045319384306","11.19712919092","11.2844324352359","11.277882087062","11.7052272739102","12.1310672559242","13.5211899358473","13.1338927695061","13.8041307736058","14.7066722814741","15.6453655068153","14.672298044552","15.2578894307794","16.2267037563093","16.7835785082629","17.4479152422732","17.9195799550173","17.8889255360222","18.6448811743784","19.1343536580004","18.8083933366483","19.139801650147","20.0655284967037","19.8053139546025","20.2668326126427","20.8744540903338","21.9811386724813","19.0192837488091","20.1020635709636","21.2681031102251","21.8720006706093","22.268197742664","22.3059328902238","22.1267512262186","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","11.3884980545839","10.984565006038","10.2092828943472","11.6239730190236","10.0955075033196","9.71120627125901","9.93892827349247","9.69351007974747","10.4416782684405","10.4754015440649","10.8345368291345","11.1071379319695","11.4445877166421","11.8118594080873","14.8576334608899","14.1032787366732","13.1029724361859","13.1074954731425","13.2385153168748","13.807212704384","14.9037686730009","14.3063431057381","12.7129841918501","11.4015519469584","11.5943558841499","11.5689078869206","12.0498875994714","12.471327552411","13.8123207843973","13.5547029476048","14.2219069156451","15.1609528933905","16.2195668117664","15.3422015096324","15.8330793578769","16.8113522332764","17.4010522095378","18.1228936589234","18.5669047998308","18.4124178832247","19.2085471084892","19.7600757466936","19.4779338453138","19.8288983484118","20.7106992930213","20.4581410204486","20.8352979626328","21.5153089429932","22.8171612323594","19.640452774062","20.6933826775233","21.9321277240527","22.5304002517652","22.8284442283678","22.865404324137","22.7074600873681","",
"Least developed countries: UN classification","LDC","","","","","","","","","","","","","","","","","","","","","","","","","","","26.1642875428249","","","","24.8786429848903","24.5622220052115","32.5696422117548","29.975122730006","34.7345906425438","31.0925695481819","38.0680167839022","34.7291977488354","37.6984298448506","39.0152988751549","31.1417004105524","33.4864122701244","32.049187412099","33.7261650736255","32.5842919151529","32.5424548775994","31.0794217372405","32.8093753413962","34.1201358816004","32.5232356705035","31.3833688928775","32.8064765366889","34.3986413096027","34.6643390593419","34.3734662740965","32.561231508029","",
"Low & middle income","LMY","10.1699156665105","9.78005494461725","8.58251673812714","9.14796008613929","8.88100098825115","8.69393076916084","9.49319563926915","9.24321036380529","9.245493118763","8.88839121112412","9.54274044933715","9.65646359295877","9.83183932750545","10.6288987417309","13.4280659947006","13.6364857199108","12.7870303384786","12.7211143929841","12.7583996345052","13.4831030434497","15.0861504726229","15.9254346582335","15.3925150626501","14.4401626532693","14.3119978086339","15.1825982208204","14.312113791919","15.0515536014172","17.1594946966786","17.4309938074026","17.2993296610655","17.4077685857001","22.0660328191215","21.8112144368844","21.0569040409858","21.7982991124518","21.7597361580731","22.3694071893928","22.5133711167972","22.3526724050406","23.9317435292385","24.3248517729239","24.7561301691273","26.5833225365442","28.5056664663151","28.5849294368765","28.5156773891342","28.3480267855058","28.7933906410583","24.8824183083897","26.040763293478","27.6123641118233","27.3930449572598","26.811331977425","26.2955521717925","24.8588069894473","",
"Low income","LIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.1444334769608","28.3089039783832","30.0779765037778","30.3758696467202","34.7215758746527","34.2875074110305","31.2192265906966","28.8337540531316","29.8909767841512","28.7540273701456","28.9105975495691","29.2058469970518","34.6390033826967","36.6557419094436","37.3831003612991","35.8537477702975","37.0843811410007","39.0223846206847","40.3282722957213","36.0705182793949","39.3173002596902","40.2997135355035","40.8676545859204","41.2330894494252","40.6153754807182","39.0724093693941","",
"Lower middle income","LMC","11.7303556575656","11.7074060796305","10.1653803855123","10.6950253147522","11.5255306630436","10.8280016064406","14.1601901690445","13.3745865824307","12.337069818078","11.6156863470779","12.185180066576","12.3445435664611","12.5990302421352","13.4970842999577","16.8936940270625","18.070879896259","17.3853526179212","16.9977490886607","17.5104860200668","19.4009410360211","19.8769467507062","20.7932972327832","19.4683123107286","18.7944108989482","16.9087650840564","16.3065120071604","15.4965321224516","16.0817104698466","16.8401739630568","18.935159109896","20.4197703062275","20.3860984037033","20.9849724452372","21.3328672095292","21.960153376287","24.3777941486853","24.5258803550012","25.8377895560049","27.9601016905136","24.7629323721812","25.8994130478295","26.7056974782907","26.3312229952529","26.7836426115691","28.5817610419178","30.3965099018054","30.57275315725","31.8707939807931","34.1391446511515","29.6369485687804","29.7909586302815","32.4842178826138","32.2840751161087","30.7524604524145","29.5771413882831","27.363661564055","",
"Middle East & North Africa","MEA","","","","","","","","","24.7658931952294","25.8152780730944","25.3605302904056","24.6284721365838","24.6551173367925","27.0712559712103","28.6094632798991","36.8921343891097","35.5720758863517","38.5904081986818","39.7912677953615","36.0614438474072","36.1728946138498","40.0983644648438","40.5036178641936","39.0751265891491","36.7986390490952","33.7961456051987","30.7738802787837","29.8681549583329","31.2071614273528","34.1880195050745","33.6259014688223","39.5929935923432","34.2150012212862","32.2291820858508","28.7184842217254","28.6603510286681","27.6691959994523","29.0395684357328","30.7744095045345","28.492661078689","28.0136127416648","30.6337878292438","31.5627605374197","33.6331913736302","35.3533293387369","35.1649220828343","34.7215538974675","37.444093928157","38.3049541470336","38.5762183256174","36.4427322691244","35.1202489576765","36.4771985612809","35.6352859344765","36.2024006992532","42.7782154189077","",
"Middle East & North Africa (excluding high income)","MNA","","","","","","18.9201881778817","19.4890421976442","19.4002624697619","19.9500702338772","20.946967068903","21.9669974508737","22.0620583788104","21.75908889525","23.0480396286376","30.0269024505623","38.0346755941149","33.6892637941908","35.690030123333","31.2908467923211","30.2540287903015","33.8336335494161","39.0800282420175","34.7934561480569","30.0451101826277","27.1604719161174","25.2096086801413","20.641718054555","19.085975687561","23.5737376738381","28.1982974845565","28.8267627233696","30.321094023204","28.2273315027459","26.1889878442388","23.1799585842265","23.559574930379","22.9105952558172","26.2689481558755","27.7241374903595","27.1101548541421","27.2007567458949","29.3468528351312","30.3370785674217","33.8912136426204","35.403978387545","34.969852037753","32.0435155071711","31.9544739266629","33.9481139290765","33.4267334083635","31.2692607404","29.3211872643067","30.7225240061338","28.7841206787615","28.4008405514895","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","","","","","","18.9201881778817","19.4890421976442","19.4002624697619","19.9500702338772","20.946967068903","21.9669974508737","22.0620583788104","21.75908889525","23.0480396286376","30.0269024505623","38.0346755941149","33.6892637941908","35.6900301233331","31.2908467923211","30.2540287903015","33.8336335494161","39.0800282420175","34.7934561480569","30.0451101826277","27.1604719161174","25.2096086801413","20.641718054555","19.085975687561","23.5737376738381","28.1982974845565","28.8267627233696","30.3210940232039","28.2273315027459","26.1889878442388","22.8508742744571","23.2165068116179","22.5706296598799","25.9531046811909","27.4323252345083","26.7614519725577","26.9311722895493","29.0902741325281","30.117756805159","33.6918293969956","35.1536741841706","34.7065170391035","31.7533251663008","31.6448158359751","33.6961016831932","33.1823213382448","31.0728437431539","29.1419260008675","30.5332771666455","28.5901901101131","28.1877830266522","","",
"Middle income","MIC","10.1127613963401","9.72493681945498","8.51537928772388","9.04513450384872","8.76601030358354","8.58368525009431","9.3729897321525","9.14758461131575","9.14818937933275","8.7847716778402","9.44141546103518","9.5427723204035","9.73045912701923","10.5320538234456","13.3219656655269","13.5361802215716","12.6860146246794","12.6097434890545","12.638771237595","13.3577283808514","14.9432743253888","15.7968902953265","15.2855660266108","14.3246641587694","14.1894803321148","15.0671132466329","14.2067844726082","14.9309348761399","17.0598117731594","17.3480844559279","17.1751108942435","17.2904731577346","21.9796166532284","21.7188895878129","20.9099611118035","21.6637630197278","21.6582792952676","22.2997337997834","22.4338025460684","22.2836328428484","23.8782173864854","24.2723776802758","24.6423959267514","26.4674069559724","28.4035030370706","28.5012396175665","28.4170530435216","28.2251667139227","28.6536587433328","24.7468872741151","25.8799332337468","27.4362472506731","27.2065226253669","26.6106918628132","26.0963123862222","24.6521778557799","",
"North America","NAC","5.4615889660711","5.3023656451677","5.37136485436181","5.29975050731275","5.37313764988967","5.54402233756147","5.89114006590664","5.95738102531756","6.30908267896293","6.42089806873167","6.47122329826955","6.61542355418314","7.10901172678594","7.73870564422349","9.65097422412657","8.75874362435592","9.35310556601111","10.0302074532135","10.3843130928721","11.0696485420123","11.6663542281552","11.32779999523","10.1796055002866","10.1843039006107","11.3380442753612","11.0207297059136","11.3350572083421","11.7511900884544","11.8846872915154","11.7668182529247","11.8348574609545","11.4394985830398","11.693600281788","12.1588870251984","12.9889683896984","13.7020716822241","13.8326483931048","14.4403702803679","14.6199315424073","15.2291609638933","16.5240060075376","15.2455481108392","15.0756564224544","15.1920678650988","16.3233587394745","17.0843274419507","17.7101846395833","17.874770095352","18.8041139420554","15.2271971365935","17.1878234740679","18.6274118496545","18.4805697165597","17.973515964306","18.0356812422383","17.1287780245077","",
